001,003,1300,1301,1308,1309,130a,130d,130f,130k,130l,130n,130p,130s,130t,130v,130x,130y,source,term_type
11228594,ItRAAR,,,,,"Collectanea anselmiana.",,,,,"Series minor: subsidia studiorum","Rerum ecclesiasticarum documenta.",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11228667,ItRAAR,,,,"(Agathias scholasticus, 534-582)",Epigrammata,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11228720,ItRAAR,,,,"(Eusebius Caesariensis, vesc., 260/265-339/340)",Onomasticon,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11228732,ItRAAR,,,,,"S. Congregazione per la chiesa orientale. Codificazione canonica orientale. Fonti.",,,,,"Ser.2., fasc. 21,","Collectio canonum Ecclesiae armenae",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11228756,ItRAAR,,,,"(Eusebius Caesariensis, vesc., 260/265-339/340)",Chronica,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11228867,ItRAAR,,,,,"Contra Hieroclem",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11229449,ItRAAR,,,,"(Amphilochius, s., vesc. di Iconium, m. 395)","Iambi ad Seleucum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11229641,ItRAAR,,,,"(Anastasius Sinaita, s., 640-700)","In hexaemeron libri XII",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11229668,ItRAAR,,,,"(Claudianus, Claudius, sec. IV)","De raptu Proserpinae",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
11229670,ItRAAR,,,,"(Anastasius Sinaita, s., 640-700)","Homilia de sacra synaxi",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11229714,ItRAAR,,,,"(Anastasius Sinaita, s., 640-700)","Homilia III de creatione hominis",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
11229725,ItRAAR,,,,"(Anastasius Sinaita, s., 640-700)","Homilia I de creatione hominis",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
11229726,ItRAAR,,,,"(Anastasius Sinaita, s., 640-700)","Capita VI contra Monothelitas",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
11229769,ItRAAR,,,,"(Andreas Caesariensis, c. 563-614)","Commentarius in Apocalypsin",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11229864,ItRAAR,http://id.loc.gov/authorities/names/n85143179,,,,"Paraphrase of the Nicomachean ethics",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11229989,DLC,http://id.loc.gov/authorities/names/n92067207,,,,"Analecta Vaticano-Belgica.",,,,,"Deuxième série.;Section C,","Nonciature de Bruxelles",,,,,,DLC;DLC;DLC,UNIF_TITLE
11230040,ItRAAR,,,,"(Eustratius, metropolita di Nicea, f. 1117)","In Ethica Nicomachea commentaria",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11230042,ItRAAR,,,,"(Columella, Lucius Iunius Moderatus, sec. I)","De re rustica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11230199,ItRAAR,,,,,"Stoicheia : Studien zur Geschichte des antiken Weltbildes und der griechischen Wissenschaft",,,,,,,,,,,,DLC,UNIF_TITLE
11230223,ItRAAR,http://id.loc.gov/authorities/names/n00024337,,,"(Campanella, Tommaso, 1568-1638)",Medicina,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11230225,ItRAAR,,,,,"Paraphrasis in Oppiani Cynegetica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11230470,ItRAAR,,,,"(Corippus, Flavius Cresconius, f. 549)",Iohannes,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11230500,ItRAAR,,,,"(Antipho Rhamnusius, c. 480-411 a.C.)",Orationes,,,,,,,,,,,,DLC;DLC,UNIF_TITLE
11230528,ItRAAR,http://id.loc.gov/authorities/names/n83709019,,,,"Fonti e studi di storia, legislazione e tecnica degli archivi moderni",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11230529,ItRAAR,,,,"(Berosus, f. c. 300 a.C.)",Babyloniaca,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11230736,ItRAAR,,,,,"Quaderno (Siena (provincia). Assessorato istruzione e cultura)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11230800,ItRAAR,,,,"(Antonius Melissa, sec. XI)","Loci communes",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11230824,ItRAAR,,,,"(Anubion, sec. I)",Frammenti,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231012,ItRAAR,,,,,"Res ligusticae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231020,ItRAAR,,,,"(Apollinaris, vesc. di Laodicea, c. 310-392)","De fide et incarnatione contra adversarios",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231023,ItRAAR,http://id.loc.gov/authorities/names/n84745806,,,,"Cancionero popular español",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231053,ItRAAR,,,,,"Discorsi sulla libertà e felice suggezione allo Stato ecclesiastico",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231088,ItRAAR,,,,,"Epilogo magno",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231379,ItRAAR,,,,"(Apollonius, di Tyana, sec. I)",Epistulae,,,,,,,,,,,,DLC,UNIF_TITLE
11231401,ItRAAR,,,,"(Apollonius, di Tyana, sec. I)",Frammenti,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231478,ItRAAR,,,,"(Archimedes, 287-212 a.C.)","De corporibus fluitantibus",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231735,ItRAAR,,,,,"Carmen de Iona",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231736,ItRAAR,,,,,"Carmen de Sodoma",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231758,ItRAAR,,,,"(Hilarius, s., vesc. di Poitiers, m. 366. Opere spurie e dubbie)","In Genesim ad Leonem papam",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231759,ItRAAR,,,,"(Hilarius, s., vesc. di Poitiers, m. 366. Opere spurie e dubbie)","De martyrio Machabaeorum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231760,ItRAAR,,,,"(Hilarius, s., vesc. di Poitiers, m. 366. Opere spurie e dubbie)","De Evangelio",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231769,ItRAAR,,,,"(Aretaeus, medico, c. 150-200)","De causis et signis acutorum morborum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231771,ItRAAR,,,,"(Aretaeus, medico, c. 150-200)","De curatione acutorum morborum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231772,ItRAAR,,,,"(Aretaeus, medico, c. 150-200)","De curatione diuturnorum morborum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11231810,ItRAAR,,,,"(Florus, Lucius Annaeus, storico, sec. II)","Epitome de Tito Livio",,,,,,,,,,,,DLC,UNIF_TITLE
11231951,ItRAAR,,,,"(Cyprianus, s., vesc. di Cartagine, c. 200-258. Opere spurie e dubbie)","De duplici martyrio",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11232046,ItRAAR,,,,"(Aristides, Publius Aelius, 117/129-189)",Orationes,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11232051,ItRAAR,,,,,Lusíadas,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11240565,ItRAAR,,,,,"Syntagma de libris propriis et recta ratione studendi",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11240596,ItRAAR,http://id.loc.gov/authorities/names/n84089027,,,"(Campanella, Tommaso, 1568-1639)",Theologia,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11240600,ItRAAR,,,,,"I contemporanei italiani : galleria nazionale del secolo XIX",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11249683,ItRAAR,,,,"(Camões, Luís de, 1524?-1580)",Rythmas,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11249707,DLC,http://id.loc.gov/authorities/names/no2004016898,,,,"Publicaciones de la Academia Nacional de Bellas Artes.",,,,,,,,,,,,OkS;eng;OkS;IEN,UNIF_TITLE
11250128,ItRAAR,"Liber 1",,,"(Cardano, Girolamo, 1501-1576).","Ars Magna",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11250147,ItRAAR,,,,"(Cardano, Girolamo, 1501-1576)","De Astrorum iudiciis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11250459,ItRAAR,,,,"(Cardano, Girolamo, 1501-1576)","De consolatione",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11250465,ItRAAR,,,,,"De malo recentiorum medicorum usu libellus",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11250505,ItRAAR,,,,"(Cardano, Girolamo, 1501-1576)","Libellus praeceptorum filiis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11250584,ItRAAR,,,,"(Cardano, Girolamo, 1501-1576)","De subtilitate",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11250604,ItRAAR,,,,"(Cardano, Girolamo, 1501-1576)","De propria vita",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11250714,ItRAAR,,,,"(Cardano, Girolamo, 1501-1576)","Apologia adversus calumniatorem",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11250727,ItRAAR,,,,"(Cardano, Girolamo, 1501-1576)","De utilitate ex adversis capienda",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11250730,ItRAAR,,,,,"De abstinentis ab usu ciborum foetidorum libellus",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11250841,ItRAAR,,,,"(Cardano, Girolamo, 1501-1576)","Liber de libris propriis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11251681,ItRAAR,,,,,Magrino,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11251701,ItRAAR,,,,,"Lamento sopra il male incognito",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11251715,ItRAAR,,,,,"Contemporary poetry series",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252234,ItRAAR,,,,,"Vita et res gestae Braccii Fortebracii",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252266,ItRAAR,http://id.loc.gov/authorities/names/no2014132375,,,,"Carpenter's world travels",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252270,ItRAAR,,,,"(Euthymius Zigabenus, sec. XI-XII)","Panoplia dogmatica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252308,ItRAAR,,,,,"IV festival del libro",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252421,ItRAAR,,,,"(Campano, Giovanni Antonio, vesc. di Teramo, 1429-1477)",Epistolae,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252423,ItRAAR,,,,"(Campano, Giovanni Antonio, vesc. di Teramo, 1429-1477)",Poemata,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252454,ItRAAR,,,,,"Vita Nicolai Piccinini",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252498,ItRAAR,,,,"(Campano, Giovanni Antonio, vesc. di Teramo, 1429-1477)","Vita Pii II Pontificis Maximi",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252500,ItRAAR,,,,"(Platina, Bartolomeo, 1421-1481)","Vita Pii II Pontificis Maximi",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252516,ItRAAR,,,,"(Asclepiodotus, sec. I a.C.)",Tactica,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252626,ItRAAR,,,,(Astrampsychus),Oracula,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252631,ItRAAR,,,,(Astrampsychus),Sortes,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252671,ItRAAR,,,,,"Epithalamium Pelei et Thetidos",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252684,ItRAAR,,,,,"Vita vissuta (Garzanti editore)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252820,ItRAAR,,,,"(Cyprianus, s., vesc. di Cartagine, c. 200-258)","De lapsis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252858,ItRAAR,,,,"(Evagrius Scholasticus, c. 536-c. 600)","Historia ecclesiastica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252904,ItRAAR,,,,"(Athanasius, s., patriarca di Alessandria, 292-373. Opere spurie e dubbie)","De virginitate",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252974,ItRAAR,,,,"(Athanasius, s., patriarca di Alessandria, 292-373)","Epistula ad Epictetum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11252987,ItRAAR,,,,"(Ezechiel, sec. II a.C.)",Frammenti,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253138,ItRAAR,,,,,"Les idées de M. Andrew Carnegie",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253180,ItRAAR,http://id.loc.gov/authorities/names/n84711092,,,,"Publicaciones del Instituto de Estudios Americanistas.",,,,,,"Serie histórica",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253229,ItRAAR,,,,"(Filelfo, Francesco, 1398-1481)",Satyrae,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253233,ItRAAR,,,,"(Cyprianus, s., vesc. di Cartagine, c. 200-258)","De dominica oratione",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253258,ItRAAR,,,,,"Convivia mediolanensia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253309,ItRAAR,http://id.loc.gov/authorities/names/n42012100,,,,"Geological Survey bulletin",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253323,ItRAAR,,,,"(Filelfo, Francesco, 1398-1481)","De liberorum educatione",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253376,ItRAAR,,,,"(Filelfo, Francesco, 1398-1481)","De morali disciplina",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253422,ItRAAR,,,,,Sphortias,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253439,ItRAAR,,,,"(Athanasius, s., patriarca di Alessandria, 292-373)","Expositiones in Psalmos",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253451,ItRAAR,,,,"(Filelfo, Francesco, 1398-1481)",Epistulae,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253503,ItRAAR,,,,"(Athanasius, s., patriarca di Alessandria, 292-373)","Vita Antonii",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253653,ItRAAR,,,,,"Apologia contra le imputazioni del sig. Belisario Bulgarini sanese",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253654,ItRAAR,,,,,"Palinodia nella quale si dimostra l'eccellenza del poema di Dante",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253662,ItRAAR,,,,,"Breve et ingenioso discorso contra l'opera di Dante",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253666,ItRAAR,,,,,"De somnis deque divinatione per somnia brevis consideratio",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253668,ItRAAR,,,,,"De sponsalibus et matrimonio",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253679,ItRAAR,,,,,"Ne possint arte simplicia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253708,ItRAAR,,,,"(Filelfo, Francesco, 1398-1481)",Orationes,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253724,ItRAAR,,,,"(Athanasius, s., patriarca di Alessandria, 292-373. Opere spurie e dubbie)","Expositio fidei catholicae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253725,ItRAAR,,,,"(Athanasius, s., patriarca di Alessandria, 292-373. Opere spurie e dubbie)","Professio ariana et confessio catholica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253726,ItRAAR,,,,"(Athanasius, s., patriarca di Alessandria, 292-373. Opere spurie e dubbie)","De Trinitate et Spiritu Sancto",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11253992,ItRAAR,,,,"(Casaubon, Isaac, 1559-1614)","De rebus sacris et ecclesiasticis exercitationes XVI",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254113,ItRAAR,,,,"(Casaubon, Isaac, 1559-1614)",Epistolae,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254170,ItRAAR,,,,"(Abaelardus, Petrus, 1079-1142)","Dialogus inter philosophum, Judaeum et Christianum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254186,ItRAAR,http://id.loc.gov/authorities/names/no94040744,,,"(Abaelardus, Petrus, 1079-1142)","Sic et non",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254201,ItRAAR,,,,"(Abaelardus, Petrus, 1079-1142)","Hymni et sequentiae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254219,ItRAAR,,,,"(Abaelardus, Petrus, 1079-1142)",Epistulae,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254241,ItRAAR,,,,,"Glossae ad peri ermenias",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254243,ItRAAR,,,,,"Secundum magistrum Petrum sententie",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254257,ItRAAR,,,,"(Abaelardus, Petrus, 1079-1142)",Planctus,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254269,ItRAAR,,,,,"Münchener Veröffentlichungen zur Musikgeschichte",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254297,ItRAAR,,,,,"Rhytmus de s. Trinitate",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254303,ItRAAR,,,,"(Abaelardus, Petrus, 1079-1142)","Theologia christiana",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254340,ItRAAR,,,,,"Bella Parisiacae urbis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254359,ItRAAR,,,,,"Passio s. Eadmundi",,,,,,,,,,,,DLC,UNIF_TITLE
11254385,ItRAAR,,,,"(Abdias, vesc. di Babilonia, c. 600? Opere spurie e dubbie)","Historiae Apostolicae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254518,ItRAAR,,,,"(Athanasius, s., patriarca di Alessandria, 292-373)","Epistulae festales",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254527,ItRAAR,,,,"(Athanasius, s., patriarca di Alessandria, 292-373)","Oratio contra gentes",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254564,ItRAAR,,,,"(Adamnanus de Iona, s., c. 624-704)","De locis sanctis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254572,ItRAAR,,,,,"Vita sancti Columbae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254604,ItRAAR,,,,"(Gelasius, of Cyzicus, fl. 475)","Historia ecclesiastica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254613,ItRAAR,,,,"(Bacchius geron, sec. X?)","Introductio ad musicam",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254625,ItRAAR,,,,"(Ethelredus, s., 1110-1167)","De spirituali amicitia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254641,ItRAAR,,,,"(Barsanuphius, s., m. c. 540)","Quaestiones et responsiones",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254645,ItRAAR,,,,,"Vita s. Nili Iunioris",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254681,ItRAAR,http://id.loc.gov/authorities/names/n83730801,,,,"Kanadische Studien zur deutschen Sprache und Literatur",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254691,ItRAAR,,,,,"De mundi fallaciis atque ruina oratio",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254976,ItRAAR,,,,"(Galenus, Claudius, 129-199)","De inaequali intemperie",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11254984,ItRAAR,,,,"(Gregorius Corinthius, metropolita di Corinto, sec. XII-XIII)","De dialectis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255023,ItRAAR,,,,,"Memorie dell'Istituto giuridico (Università di Torino. Istituto giuridico).",,,,,"Ser. 2",,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255028,ItRAAR,,,,,"Zapiski Imperatorskoj akademii nauk.",,,,,"Seriâ VIII,","Po istoriko-filologieskomu otdleniû",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255061,ItRAAR,,,,"(Galenus, Claudius, 129-199)","De curandi ratione per venae sectionem",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255075,ItRAAR,,,,"(Alanus de Insulis, O. Cist., c. 1120-1202)",Anticlaudianus,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255089,ItRAAR,,,,"(Galenus, Claudius, 129-199)","De optima corporis nostri constitutione",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255091,ItRAAR,,,,"(Galenus, Claudius, 129-199)","De bono habitu",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255092,ItRAAR,,,,"(Galenus, Claudius, 129-199)","De rebus boni malique suci",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255113,ItRAAR,http://id.loc.gov/authorities/names/nr98002777,,,"(Alanus de Insulis, O.Cist., c. 1120-1202)","Liber poenitentialis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255143,ItRAAR,,,,,"Elucidatio compendiosa in Cantica canticorum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255152,ItRAAR,,,,"(Alanus de Insulis, O.Cist., c. 1120-1202)","Liber parabolarum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255181,DLC,http://id.loc.gov/authorities/names/n87139765,,,,"Deutschland und der Osten.",,,,,,"Quellen und Forschungen zur Geschichte ihrer Beziehungen",,,,,,ICU;eng;ICU;OCoLC,UNIF_TITLE
11255184,ItRAAR,http://id.loc.gov/authorities/names/no94015980,,,,"Pamphlet series of the Carnegie endowment for international peace, Division of international law",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255332,ItRAAR,,,,"(Albertanus Brixiensis, m. 1246)","Liber consolationis et consilii",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255372,ItRAAR,,,,,"Laus maris",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255441,ItRAAR,,,,"(Iohannes Scotus Eriugena, c. 810-c. 877)","Expositiones super Hierarchiam caelestem s. Dionysii",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255466,ItRAAR,,,,"(Gregorius Cyprius, patriarca di Costantinopoli, c. 1241-1290)",Epistulae,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255469,ItRAAR,,,,"(Galenus, Claudius, 129-199)","De venarum arteriarumque dissectione",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255470,ItRAAR,,,,"(Galenus, Claudius, 129-199)","De nervorum dissectione",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255478,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","De natura loci",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255485,ItRAAR,,,,,"Tour through Holland",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255498,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","Super Dionysium De mystica Theologia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255508,ItRAAR,,,,"(Gregorius Decapolita, s., c. 780-842)","Sermo historicus",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255512,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","De fato",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255523,ItRAAR,,,,"(Galenus, Claudius, 129-199)","De hirundinibus, revulsione, cucurbitula, incisione et scarificatione",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255538,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","De caelo et mundo",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255567,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","De sacramentis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255568,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","De resurrectione",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255569,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","De incarnatione",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255574,ItRAAR,http://id.loc.gov/authorities/names/n84741636,,,,"Freiburger Archäologie",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255625,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","De natura et origine animae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255626,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","De principiis motus processivi",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255629,ItRAAR,,,,"(Basilius Magnus, s., vesc. di Cesarea, c. 330-379)","De baptismo libri duo",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255644,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","Super Ezechielem",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255661,ItRAAR,,,,,"Werken uitg. door het Historisch genootschap gevestigt te Utrecht.",,,,,"3. ser",,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255696,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","Homilia in Lucam XI, 27",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
11255732,ItRAAR,,,,"(Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280)","De vegetabilibus",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
